index,Protein,rots_pvalues,rots_fdr,rots_logfc,rots_d
3445,3445,0.6294181386373757,0.802835792297375,-0.027402361842295164,0.5026873992254962
3446,3446,0.5656516253525308,0.7633782679738561,-0.02276081989081291,0.5980549094065148
3447,3447,0.22150660531393795,0.45845120226308345,-0.18698589340592697,1.2636580500866457
3448,3448,0.05943186878432537,0.24842484248424843,0.17569838063155352,-1.9399116375759744
3449,3449,0.1292366780466083,0.35196374622356497,0.15493787252807678,-1.562729844800858
3450,3450,0.9180013359061897,0.9633006077606359,0.007044785697093658,-0.10747616687475493
3451,3451,0.8954846370788184,0.9513658613611242,0.003360439219001421,-0.13691807187049299
3453,3453,0.7286117708178714,0.8632425742574257,-0.020493773696362183,-0.3616617086376716
3454,3454,0.765106872495176,0.8857315598548972,0.04246379183061322,-0.3114552900477734
3455,3455,0.47863626243134927,0.7052749719416387,-0.025285119214828455,0.7365347864495158
3456,3456,0.08068984711295829,0.2833567415730337,-0.18984691066020254,1.7974671589551734
3457,3457,0.0774061154816684,0.2763728323699422,0.10335826838192652,-1.8173334133200427
3458,3458,0.24412127059522043,0.4886325643597459,-0.07459812197638271,1.2046027402184412
3459,3459,0.37586425708772453,0.6134324532171238,-0.05167800699155478,0.9188812553379483
3460,3460,0.45416951165207065,0.6815661815661815,0.032828298595642735,-0.7777261613109208
3461,3461,0.06642088466676563,0.2603911980440098,0.995144041564723,-1.8889086879629793
3462,3462,0.7714891643164613,0.8881635457825116,0.03094890002205375,-0.30273333268704605
3463,3463,0.029510538815496513,0.19636963696369636,0.22799208542872762,-2.242226963940184
3464,3464,0.02496697343031023,0.19636963696369636,0.21334627042711318,-2.3108278603997796
3465,3465,0.5027434317945673,0.7204758786291203,-0.036351053701441316,0.6972176630942895
3466,3466,0.004859729850081639,0.13043478260869565,0.5284550934757473,-2.908627891814591
3467,3467,0.050204096778981744,0.23854166666666668,0.16194483458017928,-2.0153212002253675
3468,3468,0.4918736084310524,0.7139385906781534,0.06021886944963839,-0.7147206640560707
3469,3469,0.6054594032952353,0.7854073061144755,-0.05055976249236771,0.5380321295637321
3470,3470,0.6887616891791598,0.8444954128440367,0.020739471536174392,-0.41722942405574087
3471,3471,0.9931772302211667,0.9973174366616989,-0.005215865198309189,-0.008942100291281249
3472,3472,0.5916453911236456,0.7760809202697343,0.052226808276458314,-0.5586109273278579
3473,3473,0.5004300875760724,0.7182235834609495,-0.1053836007130915,0.7009104016750014
3474,3474,0.17492058779872346,0.4083607907742998,-0.10146876489174872,1.3999070581938446
3475,3475,0.6769905002226511,0.8365420214735283,-0.020774778457619547,0.4340322159926135
3476,3476,0.05763396170402256,0.24724770642201838,-0.20483911294952506,1.95367657872292
3477,3477,0.9366476176339616,0.9712856043110085,0.014964468213703341,-0.08277275959861538
3478,3478,0.7008431052397209,0.8500816252494106,-0.009342963050016806,0.4002206014137508
3479,3479,0.08981594181386374,0.29702650290885585,0.14588000326621575,-1.7459447047969145
3480,3480,0.020515437138192073,0.17906976744186046,-0.293974416092194,2.3883490794312037
3481,3481,0.0037004601454653408,0.13043478260869565,0.0773828412947637,-2.9973770355021525
3482,3482,0.14574625204096778,0.3667127071823204,0.1287757379290575,-1.4995155224325232
3483,3483,0.021383776161496216,0.1860730593607306,0.0767602292536047,-2.3719046260632886
3484,3484,0.5059262282915244,0.7237442922374429,0.03219376119272255,-0.6921039553587779
3485,3485,0.013837019444856762,0.16040955631399317,-0.22448810191878543,2.5391105666302365
3486,3486,0.21545940329523527,0.45233812949640284,-0.2520994671924637,1.2800655445632094
3487,3487,0.29380139527979815,0.532138625592417,-0.17166929561898492,1.0872989113553329
3488,3488,0.8298448864479738,0.9171193415637859,0.013634560886956137,-0.2241654295625083
3489,3489,0.6409930236010094,0.8104624715693708,-0.0383709404359287,0.48581985136251316
3490,3490,0.4337657711147395,0.6656797726196115,0.0779844306687707,-0.8129086025574507
3491,3491,0.19381178566127355,0.4270394484871697,-0.11002248439545603,1.3418232387584328
3492,3492,0.5584844886447974,0.7580082135523614,-0.023811881570846793,0.6090313251467272
3493,3493,0.0827063232892979,0.2862045298558682,0.14781901239594752,-1.785704386709658
3494,3494,0.68840359210331,0.8444954128440367,0.01660514737417529,-0.41773768253318455
3495,3495,0.5902942704467864,0.7746674607901529,0.031891263615037246,-0.5605855779154276
3496,3496,0.17026643906783434,0.4031919361612768,0.10709015610874317,-1.4148779047549298
3497,3497,0.23475359952501113,0.4787743923313934,-0.07613982062150093,1.2286282238303812
3498,3498,0.0619801098411756,0.24892334194659776,-0.4737092273193717,1.9207173233808468
3499,3499,0.18368821433872642,0.4155151993683379,-0.6128734922258161,1.372208458502777
3500,3500,0.6047072138934244,0.7854073061144755,-0.047725673533667745,0.5391986994741406
3501,3501,0.48162461036069465,0.705895489057615,0.07382473948768009,-0.7316078660213443
3502,3502,0.36780428974320917,0.6051813471502591,0.07704009238677045,-0.9342524381643863
3503,3503,0.006951536292118154,0.14193548387096774,0.23117911301309846,-2.7868787849737084
3504,3504,0.03943335312453614,0.2166882276843467,0.15252939618225625,-2.120463962375504
3505,3505,0.2328632922665875,0.4772727272727273,0.12326655894676364,-1.2335481349407293
3506,3506,0.7112056553362031,0.8546010064701653,-0.01683818354334754,0.38577560852490705
3507,3507,0.13712075107614666,0.3584091998083373,-0.10322255433635696,1.5319533467959818
3508,3508,0.8142812082529316,0.9117058529264632,0.05164876170401733,0.2451658790665047
3509,3509,0.5278291524417397,0.738788522848034,0.06172951601862664,-0.65689418083232
3510,3510,0.3158768739795161,0.5572605853935777,0.045867907235177086,-1.0390960781973169
3511,3511,0.17690552174558408,0.4105026563138537,0.07599844550111534,-1.3935197835645008
3512,3512,0.039021448716045716,0.2166882276843467,0.17545932044344603,-2.1249851161988924
3513,3513,0.010930310227104053,0.15040650406504066,0.12822976554789633,-2.6258757203070937
3514,3514,0.6917155261986048,0.8461749633967789,0.09352655071388583,-0.41308337539927403
3515,3515,0.5118550541784177,0.7276650841605525,0.08235003244711514,-0.6825169006202615
3516,3516,0.19352345257533027,0.42676380368098155,-0.20324773651666206,1.3426775905856452
3517,3517,0.02710776309930236,0.19636963696369636,-0.35453714928859625,2.277041178186721
3518,3518,0.15952723764286775,0.38816362053959963,-0.6989830898017662,1.450935697896347
3519,3519,0.19856872495175895,0.4333082140165787,-0.12232186086632879,-1.3278561082571125
3520,3520,0.4704156152590174,0.698437853746887,0.033761598989917374,-0.7502376626294951
3521,3521,0.03694671218643313,0.215564738292011,-0.07169096922099527,2.1478137676198457
3522,3522,0.8906330710998961,0.9490652724968314,0.04084249431297593,-0.14332619479774414
3523,3523,0.3170858690811934,0.558531746031746,-0.06201817661907327,1.0365292578194603
3524,3524,0.602039112364554,0.7839057899901865,-0.06082901302475108,0.5431362321625858
3525,3525,0.2509032210182574,0.4971937933311324,0.0799722058289376,-1.18779164438484
3526,3526,0.04940143981000445,0.2365364308342133,-0.25490964357347856,2.0226636210289413
3527,3527,0.07990129137598337,0.2814265536723164,0.07871181685483819,-1.8022128471559604
3528,3528,0.6282124833011726,0.8023969319271332,0.413096281548869,-0.5043954454343285
3529,3529,0.09131475434169511,0.2987179487179487,-0.13172903601867247,1.7377680894466399
3530,3530,0.9077259907970907,0.9572884012539185,0.0013318149728114292,-0.12082901095251516
3531,3531,0.6891828707139677,0.8445809646066386,0.13203998187935007,-0.4166297658226575
3532,3532,0.587530428974321,0.772392515923567,-0.22242634571783526,0.564806917909731
3533,3533,0.25596927415763693,0.5008138020833333,-0.08712877862225987,1.1753320089855297
3534,3534,0.1421055365889862,0.3619560131024801,0.10778482623014085,-1.5128878135937753
3535,3535,0.04588615110583346,0.2261904761904762,0.1213381083643803,-2.0553187774364607
3536,3536,0.2720925486121419,0.5132563942607611,0.08298109434014123,-1.1366851736922803
3537,3537,0.32813603978031763,0.5691237830319889,0.026273634577901106,-1.0134180931985466
3538,3538,0.40257347484043343,0.636307767944936,0.02952056654163826,-0.8690523065566413
3539,3539,0.21532469942110732,0.45233812949640284,0.06467143286675636,-1.2804836330521765
3540,3540,0.06702575330265696,0.2603911980440098,0.09669711638236222,-1.884520589273943
3541,3541,0.686656894760279,0.8431012309388205,-0.05274504446724215,-0.4202052896423529
3542,3542,0.5995194448567611,0.7814589068029886,-0.02335987698958064,0.5468555655901124
3543,3543,0.571237197565682,0.7650040551500406,-0.050882386886524245,0.5894292601577122
3544,3544,0.2945762208698234,0.5329979283811779,0.04824332032434775,-1.0855970379715105
3545,3545,0.04232262134481223,0.22330097087378642,-0.35318827741782677,2.090309866978294
3546,3546,0.0688659640789669,0.26456504389465285,0.15872789098186502,-1.8718717443554946
3547,3547,0.7081779723912721,0.8542903399892068,0.01953614545259086,-0.38996039376581787
3548,3548,0.08697009054475285,0.295120320855615,0.2544437563308364,-1.7615981068361568
3549,3549,0.12952797981297312,0.35196374622356497,0.11837120162805803,-1.5616107137389723
3550,3550,0.0023649250408193556,0.11538461538461539,0.21213890911171518,-3.1471833818076234
3551,3551,0.05720090544752857,0.24675925925925926,-0.2570111667223429,1.9570794318584197
3552,3552,0.02866409381030132,0.19636963696369636,0.16355562556817382,-2.2539318837374074
3553,3553,0.7876354460442333,0.8982315932664513,-0.022646544017778325,0.2809843445882659
3554,3554,0.6271407896689921,0.801363287250384,-0.026786248517684186,0.5059611690315463
3555,3555,0.39258572064717234,0.6289394697348674,-0.05309440900077789,0.8874507872759371
3556,3556,0.14374833011726287,0.36372093023255814,-0.3336415242503943,1.5067618648267684
3557,3557,0.03419474543565385,0.20898716119828814,-0.18024780645002458,2.1809909390344675
3558,3558,0.0688904556924447,0.26456504389465285,-0.2658647586259697,1.8717182163550208
3559,3559,0.009496066498441444,0.14485981308411214,0.3147482923887672,-2.6768074961819868
3560,3560,0.04519147988719015,0.2261904761904762,0.16569533139424664,-2.0615964389974892
3561,3561,0.14125018554252636,0.36066729323308266,0.1699591051287399,-1.5161449833089418
3562,3562,0.21053362030577408,0.44657184536834427,-0.09993126825447263,1.2937759305336158
3563,3563,0.6777653258126762,0.8368781209543185,0.012232487704185502,-0.43288616770447574
3564,3564,0.07263878580970759,0.26884996191926885,2.90679385773025,-1.8473196396038751
3565,3565,0.21403146801246845,0.45179412830735777,0.16445995935216118,-1.2841070854374554
3566,3566,0.03648953540151403,0.213986013986014,-0.15076078459013686,2.153190835424805
3567,3567,0.14917804660828263,0.37414656349567593,0.05910562775883932,-1.4872548798861356
3569,3569,0.5189858245509871,0.7317412722210324,-0.11427731984843881,0.6710806772789957
3570,3570,0.14271188956508832,0.3627039627039627,0.11343866258232183,-1.510597631504798
3571,3571,0.2310898767997625,0.4748961218836565,2.9797040609695564,-1.2381324535976392
3572,3572,0.0651751521448716,0.2575,0.223126553923084,-1.8974829281986068
3573,3573,0.3601899955469794,0.5992386453137306,-0.22378806440647203,0.9491428062604321
3574,3574,0.03158304883479293,0.20476190476190476,0.21667264035955647,-2.2141421959259193
3575,3575,0.043344218494879024,0.22479240806642942,0.19185804010249718,-2.079751038720359
3576,3576,0.38824217010538814,0.6245909891769443,-0.09553683250650025,0.895626070912474
3577,3577,0.04151180050467567,0.22111801242236026,0.1417942604292861,-2.0981652355832936
3578,3578,0.8015715451981594,0.9046058161035468,-0.0146699456675492,0.26229743499827524
3579,3579,0.0014813715303547573,0.10810810810810811,0.32504981274209044,-3.2951514776745086
3580,3580,0.15950868339023305,0.38816362053959963,-0.09530587474673524,1.4509902420904104
3581,3581,0.14370565533620305,0.36372093023255814,-0.1676916258877501,1.5069217888783768
3582,3582,0.0008894908713077038,0.07142857142857142,0.16611178365579882,-3.4529071159781184
3583,3583,0.10675671663945377,0.32402073732718895,0.0644409443980507,-1.6605221130264898
3584,3584,0.33874833011726285,0.5807419530823786,-0.05673621569409448,0.9919741400738006
3585,3585,0.22202055811191926,0.45924488355681015,0.0986606536589143,-1.2622645407220487
3586,3586,0.4028131957844738,0.636307767944936,0.31221720578104595,-0.8686226127467812
3587,3587,0.7479033694522784,0.8737567614726924,0.02605171326004374,-0.33497988563388525
3588,3588,0.9796556330710999,0.990394717094402,-0.25714116444312474,0.026679362881037064
3589,3589,9.833753896393054e-05,0.0,0.24654766623501523,-4.10668653683389
3590,3590,0.2682195339171738,0.5084825636192272,-0.09857041453467019,1.145742281714418
3591,3591,0.8149153926079857,0.9119166666666667,-0.0324585368052297,0.24430853642285214
3592,3592,0.006057221315125426,0.1357142857142857,0.18067455484978368,-2.834077599116047
3593,3593,0.13342511503636634,0.3540846456692913,-0.5687426063500123,1.5461211964633148
3594,3594,0.010788926822027608,0.15,0.10736592639768361,-2.630877920388875
3595,3595,0.7407918955024492,0.8708033046229566,0.02269504457726157,-0.3447597799672711
3596,3596,0.31420031171144425,0.5553973227000855,1.1573444651551181,-1.042734157780085
3597,3597,0.04196266884369897,0.2215422276621787,-0.1167399956119084,2.0938050453216075
3598,3598,0.06867856612735639,0.2644230769230769,0.07831767489840757,-1.8731182110983808
3599,3599,0.5429289743209144,0.7481713688610241,-0.16739522692338404,-0.6331282005580273
3600,3600,0.5378688585423779,0.7444327731092437,0.04807583252323688,-0.6410159065931734
3601,3601,0.7293517144129434,0.8632425742574257,0.8535145746793953,0.360635935978137
3602,3602,0.6782610954430756,0.8369987063389392,-0.009610558232234112,-0.43217245657167436
3603,3603,0.4022432091435357,0.6362515413070284,-0.029905562942985853,0.8696537085231706
3604,3604,0.2494738013952798,0.49437830687830686,-0.057580771294604816,1.1912482370448252
3605,3605,0.5119185097224284,0.7276650841605525,0.04968244463010585,-0.682422399263365
3606,3606,0.4448151996437584,0.6736029927519289,0.07038147407462425,-0.7936583217273656
3607,3607,0.10938177230221166,0.32757644394110985,0.09066736746197002,-1.6481977486563677
3608,3608,0.12772821730740685,0.3503297818366311,0.167516746023189,-1.5687753040255377
3609,3609,0.5543149769927267,0.7540156507413509,-0.025790795276034117,0.6155238756023869
3610,3610,0.18390529909455247,0.4155151993683379,-0.0339205643552809,1.3715294374836304
3611,3611,0.8492886299539855,0.9272151898734178,0.007374510114750876,-0.1981586228970367
3612,3612,0.6291450200385929,0.8025685259727813,-1.235836290168148,0.5030920226991067
3613,3613,0.3726885112067686,0.6095802214782384,-0.09799179908936395,0.9248210018228163
3614,3614,0.7678224729107912,0.8866103739445115,-0.7138601113956495,0.30775479941759293
3615,3615,0.1361284696452427,0.355866731047803,0.06477655467741528,-1.5356789673272664
3616,3616,0.45677527089208847,0.6848652384243262,0.024941844719784,-0.7732938614892249
3617,3617,0.15497476621641681,0.37905015534842434,0.1477215320287577,-1.4667023720805132
3618,3618,0.4022005343624759,0.6362515413070284,-0.018881125938307264,0.869738842093805
3619,3619,0.2644192518925338,0.5077827191867852,0.0862499103806087,-1.1548300874494353
3620,3620,0.10359210331007868,0.32123893805309733,0.29858919709117515,-1.6755949979075278
3622,3622,0.859905373311563,0.9345228483772001,0.00451959853106132,-0.18405668263124628
3623,3623,0.12937212409084162,0.35196374622356497,0.07131042738791038,-1.5622139774477566
3624,3624,0.009381401217158972,0.14485981308411214,-0.19239555944983167,2.6810847648882867
3625,3625,0.9610724358022859,0.9839616904834296,0.0033633426148611534,0.05091119546220095
3626,3626,0.2649246697343031,0.5077827191867852,0.12049566273057266,-1.153595614396789
3627,3627,0.27443520854979964,0.5162992859360447,0.05328572224608408,-1.1311725140613504
3628,3628,0.3167997625055663,0.558531746031746,0.06966425289386002,-1.0371427802476054
3629,3629,0.698262950868339,0.8497635503819571,-0.22771825015655445,0.40385334950841917
3630,3630,0.726155929939142,0.8619098331558395,0.028227458899198865,-0.3650496726806053
3631,3631,0.42216379694225914,0.6546676265898728,0.05794676541785826,-0.8334663322060647
3632,3632,0.06138377616149621,0.24892334194659776,-0.14544761662055805,1.9251600499147477
